Unnamed: 0,Emotion,Text,Clean_Text
869,joy,@DinetteMeij @InZaneBosman21 Wate skryf jul nog? kt nu nt kla gmaak!!party time ,    Wate skryf jul nog kt nu nt kla gmaakparty time
871,joy,‎1:58AM 6lb 15oz 20in Today we welcome a new baby boy to our family. #family,‎1:58AM 6lb 15oz 20in Today welcome new baby boy family #family
874,joy,Hot water bottle..again ,Hot water bottleagain
875,joy,Way a great way to start my day.. Threw up everywhere and I still have to volunteer ,Way great way start day Threw volunteer
877,joy,"God is my refuge &amp; strength, my very present help in times of trouble.  What times I'm afraid, I will trust in Him.  Psalms   ",God refuge amp strength present help times trouble times Im afraid trust Him Psalms
879,joy,Hearing xmas music just gets me in the spirit ,Hearing xmas music gets spirit
880,joy,Finally got fish back in my tank. Now I have something too look at ,Finally got fish tank look
884,joy,"She could not convince me at the time that anything bad could happen , now that I had finally ` solved "" my eating problems , and for a short time I felt jubilant , relieved and ecstatic . ",convince time bad happen  finally  solved  eating problems  short time felt jubilant  relieved ecstatic 
887,joy,"When the bank let me borrow some money this winter, after my grant was spent.",bank let borrow money winter grant spent
894,joy,"Sunrise, sunrise looks like morning in your eyes. Beautiful morning. Happy Thursday.  #Smiles",Sunrise sunrise looks like morning eyes Beautiful morning Happy Thursday #Smiles
896,joy,"Hello Sunshine! Begin today to wake up thankful for the earth, nature &amp; its beauty.Look around &amp; be aware. Joy shines on! #gratitude",Hello Sunshine Begin today wake thankful earth nature amp beautyLook amp aware Joy shines on #gratitude
899,joy, You often like comparing children with their parents . ,like comparing children parents 
903,joy,I'm cooking Thanksgiving Dinner this year  : ) ,Im cooking Thanksgiving Dinner year : )
904,joy,"I promise! When you have God on your side, you will find yourself smiling for no reason at all! ",promise God side find smiling reason all
906,joy,Meeting an old friend from high school.,Meeting old friend high school
910,joy,Christmas music all day ,Christmas music day
912,joy,"I want to keep going ;) However, I MUST get some rest tonight. Just gave Caleb about 100 kisses on his stinking face. I LOVE MY SON! ",want going ) However rest tonight gave Caleb 100 kisses stinking face LOVE SON
916,joy,Nightmare is over! Pure at  Commonwealth Stadium! Sure hope to see Matt Roark as the &quot;Y&quot; at basketball game tonight. #BBN @3Matthias,Nightmare over Pure Commonwealth Stadium Sure hope Matt Roark quotYquot basketball game tonight #BBN  
919,joy,A lovely night of revision ahead... Sounds just lovely -_- ,lovely night revision ahead Sounds lovely 
920,joy,When I unexpectedly received birthday greetings from a person I like.,unexpectedly received birthday greetings person like
921,joy," Well , imagine that ! How old are you ? ", imagine  old 
923,joy,Molasses cookies taste like and #seasonsgreetings. Thanks #kingarthurflour for the recipe.,Molasses cookies taste like #seasonsgreetings Thanks #kingarthurflour recipe
924,joy,Have a feeling that this is gonna be a long day...... ,feeling gonna long day
927,joy,can't sleep and back to school tomorrow ,cant sleep school tomorrow
929,joy,"I 'm absolutely delighted that we achieved what we set out to do at the beginning of the week , which was to ensure that the Ryder Cup stayed on this side of the Atlantic . ",m absolutely delighted achieved set beginning week  ensure Ryder Cup stayed Atlantic 
937,joy,"With a grimace , Donal murmured gloomily , ` He was n't exactly ecstatic at my explanation . "" ",grimace  Donal murmured gloomily   nt exactly ecstatic explanation  
946,joy,SO EXHAUSTED. But it's the weekenddahhh yayyy. And then Monday I'm going to Dr. Collins to get told the date I will get my braces off! ,EXHAUSTED weekenddahhh yayyy Monday Im going Dr Collins told date braces off
951,joy,my love is your love ; your love is my love ! ,love love  love love 
952,joy,Its a wonderful Morning: I will Rejoice and be Glad in it!!!   ,wonderful Morning: Rejoice Glad it
954,joy,"God's joy is so overwhelming, so much more overwhelming than finals week, let us focus on that this week and give it all to Him ",Gods joy overwhelming overwhelming finals week let focus week
956,joy,a weekend full of school work. ,weekend school work
958,joy,"Internship essay, 2 days of internship, &amp; 3 finals next week and THAT IS IT for fall '11! THEN Miami for a few days &amp; THEN  :D :D",Internship essay 2 days internship amp 3 finals week fall 11 Miami days amp :D :D
962,joy,What's worse than a child coughpuking in his sleep?  Discovering it the next day at supper.   #gin,Whats worse child coughpuking sleep Discovering day supper #gin
970,joy, It was really an exciting moment . ,exciting moment 
973,joy,Break! Think of the greatest success you've ever had. How did it feel? Savor that. Dive in &amp; soak it up. #LJB,Break Think greatest success had feel Savor that Dive amp soak up #LJB
977,joy,@nealsdeli pastrami biscuit is the best thing since oh my god ,  pastrami biscuit best thing oh god
981,joy,I felt very happy when I heard I had passed the examination to move up to the second year course.,felt happy heard passed examination second year course
984,joy,I dont think anyone was planning to tell me there is going tp be a Dj at my house tomorrow .. #Sarcasim,dont think planning tell going tp Dj house tomorrow  #Sarcasim
988,joy,old school @SayAnythingMuz and some  battlefront to cap this evening. ,old school   battlefront cap evening
990,joy,"@TheBodyShopUK My beautiful, beautiful son &amp; amazing husband bring me every day, but esp at Xmas. As do the friends I choose as family.",  beautiful beautiful son amp amazing husband bring day esp Xmas friends choose family
995,joy,@DameJudiOfDench isn't that a bit of a con if I need to get an Xbox as well? How much are they? Hmmmm have bonus to spend ,  bit con need Xbox well they Hmmmm bonus spend
999,joy,"finished my essay, now its time for some studying... ",finished essay time studying
1002,joy,Since I woke up later than usual.. That mean I get to park in china at school today. ,woke later usual mean park china school today
1003,joy,"Psalm 48:2  for situation, the of the whole #earth.. on the sides of the #north, the #city of the #great King. #thisistheday",Psalm 48:2 situation #earth sides #north #city #great King #thisistheday
1004,joy,Left a sunny 80 degree lakewood to go to an rainy 57 degree georgetown... ,Left sunny 80 degree lakewood rainy 57 degree georgetown
1006,joy,Love is the highest vibration in the Universe. It sends shivers of up my spine!  for   and ,Love highest vibration Universe sends shivers spine
1008,joy,He felt both elated and frightened . ,felt elated frightened 
1009,joy,"Christmas is approaching, and Geelong has put on fireworks to celebrate the carrols down at the waterfront!  #families #pow",Christmas approaching Geelong fireworks celebrate carrols waterfront #families #pow
1011,joy,Walking to work in this heavy rain is not what i had in mind! ,Walking work heavy rain mind
1013,joy,Gonna have another day full of writing papers &amp; studying tomorrow. ,Gonna day writing papers amp studying tomorrow
1014,joy,Been a long two days.. and the next two dnt look to be any shorter...  I have in my heart,long days dnt look shorter heart
1020,joy,Ok gonna have to go into hibernation again! Well apart from visits to the library! Two massive essays for next week! Goodbye people! :( ,Ok gonna hibernation again apart visits library massive essays week Goodbye people :(
1024,joy,Can't wait to get my wisdom teeth out Christmas Break ,Cant wait wisdom teeth Christmas Break
1027,joy,*Euphonik? RT @Bonang_M: My honey's birthday in 5 days... ♥ ,*Euphonik RT   honeys birthday 5 days ♥
1031,joy,K so now im excited for oldwest day on wed. Still dont know what Im doing 4 HolidayDay. And I need to find some green 4 stoplight day - ,K im excited oldwest day wed dont know Im 4 HolidayDay need find green 4 stoplight day 
1033,joy,@L_Faye I never knew that?! All I did was mention I certain type of phone and my twitter gets spammed with completions to win one! ,  knew that mention certain type phone twitter gets spammed completions win one
1034,joy,Enjoying a friendly talk under the heavy rain ,Enjoying friendly talk heavy rain
1038,joy,AWESOME! RT @FerxhGarza: I'm now #caregiver level 5 !!! IT FEELS AMAZING!! Thank You @TheEllenShow for letting us Help with You! :),AWESOME RT   Im #caregiver level 5  FEELS AMAZING Thank   letting Help You :)
1041,joy,"I wanted something good to eat!! Yummy, yummy, yummy! I settled for water! ",wanted good eat Yummy yummy yummy settled water
1042,joy,Another rousing weekend fundraising at war memorial #sarcastictweet,rousing weekend fundraising war memorial #sarcastictweet
1046,joy,"For all interested, the queen of Norway is paying my school a visit on Thursday. I'm gonna look like a hardcore student in the library ",interested queen Norway paying school visit Thursday Im gonna look like hardcore student library
1051,joy,I just love the fact that I will be spending my weekend playing basketball and studying for exams #ineedabreak,love fact spending weekend playing basketball studying exams #ineedabreak
1052,joy," Day 20: Thankful for our baby boy Beckett, who today celebrates his 20th month on Earth! He brings us all so much every day.",Day 20: Thankful baby boy Beckett today celebrates 20th month Earth brings day
1055,joy,"She was really pleased when she came back and found him fighting fit , even though he was still using one wing as a crutch to support his crooked leg . ",pleased came found fighting fit  wing crutch support crooked leg 
1056,joy,"Not looking forward to my real estate class that starts today. Like, at all. No interest in it. Long lectures. Boring as hell. ",looking forward real estate class starts today Like all interest it Long lectures Boring hell
